Date,Close
1/2/2015 16:00:00,0.35
1/5/2015 16:00:00,0.4
1/6/2015 16:00:00,0.4
1/14/2015 16:00:00,0.35
1/15/2015 16:00:00,0.35
1/16/2015 16:00:00,0.3
1/22/2015 16:00:00,0.4
1/27/2015 16:00:00,0.35
2/4/2015 16:00:00,0.35
2/5/2015 16:00:00,0.35
2/6/2015 16:00:00,0.45
2/11/2015 16:00:00,0.3
2/12/2015 16:00:00,0.25
2/13/2015 16:00:00,0.25
2/17/2015 16:00:00,0.3
2/18/2015 16:00:00,0.3
2/19/2015 16:00:00,0.3
2/23/2015 16:00:00,0.3
2/24/2015 16:00:00,0.3
2/25/2015 16:00:00,0.25
2/26/2015 16:00:00,0.3
2/27/2015 16:00:00,0.3
3/2/2015 16:00:00,0.25
3/3/2015 16:00:00,0.3
3/4/2015 16:00:00,0.3
3/6/2015 16:00:00,0.3
3/10/2015 16:00:00,0.25
3/11/2015 16:00:00,0.3
3/12/2015 16:00:00,0.25
3/13/2015 16:00:00,0.25
3/18/2015 16:00:00,0.3
3/20/2015 16:00:00,0.35
3/23/2015 16:00:00,0.35
3/30/2015 16:00:00,0.3
4/9/2015 16:00:00,0.3
4/14/2015 16:00:00,0.25
4/17/2015 16:00:00,0.25
4/20/2015 16:00:00,0.25
4/21/2015 16:00:00,0.25
4/23/2015 16:00:00,0.25
4/24/2015 16:00:00,0.25
4/27/2015 16:00:00,0.2
4/28/2015 16:00:00,0.25
4/29/2015 16:00:00,0.25
4/30/2015 16:00:00,0.25
5/1/2015 16:00:00,0.26
5/5/2015 16:00:00,0.26
5/6/2015 16:00:00,0.28
5/7/2015 16:00:00,0.26
5/8/2015 16:00:00,0.26
5/11/2015 16:00:00,0.27
5/13/2015 16:00:00,0.27
5/14/2015 16:00:00,0.27
5/15/2015 16:00:00,0.25
5/19/2015 16:00:00,0.25
5/21/2015 16:00:00,0.27
5/22/2015 16:00:00,0.26
5/25/2015 16:00:00,0.26
5/27/2015 16:00:00,0.26
5/28/2015 16:00:00,0.26
5/29/2015 16:00:00,0.28
6/1/2015 16:00:00,0.28
6/2/2015 16:00:00,0.3
6/3/2015 16:00:00,0.27
6/5/2015 16:00:00,0.28
6/8/2015 16:00:00,0.27
6/9/2015 16:00:00,0.28
6/10/2015 16:00:00,0.29
6/11/2015 16:00:00,0.28
6/15/2015 16:00:00,0.28
6/18/2015 16:00:00,0.28
6/19/2015 16:00:00,0.27
6/23/2015 16:00:00,0.22
6/24/2015 16:00:00,0.19
6/25/2015 16:00:00,0.2
6/30/2015 16:00:00,0.2
7/2/2015 16:00:00,0.22
7/6/2015 16:00:00,0.22
7/7/2015 16:00:00,0.18
7/8/2015 16:00:00,0.18
7/14/2015 16:00:00,0.18
7/15/2015 16:00:00,0.18
7/16/2015 16:00:00,0.18
7/17/2015 16:00:00,0.18
